10680	4589	2950	2950	2	4592
10681	4589	2950	2950	3	4593
10682	4589	2950	2950	4	4594
10683	4589	2950	2950	5	4595
10684	4589	2950	2950	11	2963
10685	4103	3831	3831	1	4105
10686	4103	3831	3831	2	4106
10687	4103	3831	3831	3	4107
10688	4103	3831	3831	4	4108
10689	4103	3831	3831	11	4057
10690	4103	3831	3831	13	3859
10691	4103	3831	3831	14	3850
10692	4082	3220	3220	1	3383
10693	4082	3220	3220	2	3384
10694	4082	3220	3220	3	3385
10695	4082	3220	3220	4	3386
10696	4615	3220	3220	1	4616
10697	4615	3220	3220	2	4617
10698	4615	3220	3220	3	4618
10699	4615	3220	3220	4	4619
10700	4615	3220	3220	5	4620
10701	4615	3220	3220	11	4633
10702	4590	3220	3220	1	4591
10703	4590	3220	3220	2	4592
10704	4590	3220	3220	3	4593
10705	4590	3220	3220	4	4594
10706	4590	3220	3220	5	4595
10707	4590	3220	3220	11	3252
10708	4104	603	603	1	4105
10709	4104	603	603	2	4106
10710	4104	603	603	3	4107
10711	4104	603	603	4	4108
10712	4104	603	603	11	4067
10713	4104	603	603	13	187
